000000.000|   14912.0000kb|  14912.0000kb added| ALWAYS| Logging started at 2014-02-06T19:11:06.724
000000.001|   14928.0000kb|     16.0000kb added| ALWAYS| Loading RADS dynamic library: C:\Riot Games\League of Legends\RADS\RiotRadsIO.dll
000000.030|   15024.0000kb|     96.0000kb added|   OKAY| Riot::RADS::Reader::RadsExportsMain::Initialize: RADS library initializing with specified working directory "C:\Riot Games\League of Legends\RADS\solutions\lol_game_client_sln\releases\0.0.1.6\deploy".
000000.030|   15040.0000kb|     16.0000kb added|   OKAY| Riot::RADS::Reader::RuntimeEnvironment::Create: Creating RADS runtime environment: RADS root directory = "C:/Riot Games/League of Legends/RADS"
000000.030|   15060.0000kb|     20.0000kb added|   OKAY| Riot::RADS::Reader::SolutionManifest::Load: ("C:/Riot Games/League of Legends/RADS/solutions/lol_game_client_sln/releases/0.0.1.6/solutionmanifest")
000000.030|   15100.0000kb|     40.0000kb added|   OKAY| Riot::RADS::Reader::ConfigurationManifest::Load: ("C:/Riot Games/League of Legends/RADS/solutions/lol_game_client_sln/releases/0.0.1.6/configurationmanifest")
000000.031|   15104.0000kb|      4.0000kb added|   OKAY| Riot::RADS::Reader::ReleaseManifest::Load: ("C:/Riot Games/League of Legends/RADS/projects/lol_game_client_en_us/releases/0.0.0.183/releasemanifest")
000000.031|   15196.0000kb|     92.0000kb added|   OKAY| Riot::RADS::Reader::ReleaseManifest::Load: ("C:/Riot Games/League of Legends/RADS/projects/lol_game_client/releases/0.0.0.195/releasemanifest")
000000.242|   21136.0000kb|   5940.0000kb added| ALWAYS| Loaded RADS dynamic library: C:\Riot Games\League of Legends\RADS\RiotRadsIO.dll
000000.266|   48244.0000kb|  27108.0000kb added| ALWAYS| SharedConfigPath: C:\Riot Games\League of Legends\RADS\projects/lol_air_client/releases/0.0.1.69/deploy/preferences/
000000.270|   48664.0000kb|    420.0000kb added| ALWAYS| Global logging level set to   WARN
000000.270|   48744.0000kb|     80.0000kb added| ALWAYS| Build Version: Version 4.1.0.171 (Jan 13 2014/13:04:56) [PUBLIC] <Releases/4.1> ChangeList: 458058
000000.301|   51496.0000kb|   2752.0000kb added| ALWAYS| "8394" "LoLLauncher.exe" "C:/Riot Games/League of Legends/RADS/projects/lol_air_client/releases/0.0.1.69/deploy/LolClient.exe" "192.64.171.21 5156 Us0LTnXQRiXQR93+SSZVAQ== <id_removed>"
000000.304|   51756.0000kb|    260.0000kb added| ALWAYS| Started System Init
000000.305|   51936.0000kb|    180.0000kb added| ALWAYS| Maestro Init
000000.317|   52616.0000kb|    680.0000kb added| ALWAYS| Maestro completed init
000000.317|   52628.0000kb|     12.0000kb added|  ERROR| RadsOpenFile: RADS cannot open file "ClientZips.txt" because it's not in the manifest.
000000.318|   52636.0000kb|      8.0000kb added|  ERROR| std_fopen failed: pFile = 0x00000000; pMode = r; errno = 2; pFilename = ClientZips.txt; msg = No such file or directory;
000000.318|   52636.0000kb|      0.0000kb added|  ERROR| Failed to open "ClientZips.txt"
000000.327|   54400.0000kb|   1764.0000kb added| ALWAYS| StartSession called
000000.327|   54400.0000kb|      0.0000kb added| ALWAYS| Started Init event arguments
000000.328|   54524.0000kb|    124.0000kb added| ALWAYS| Waiting until connection...
000001.419|   60600.0000kb|   6076.0000kb added| ALWAYS| OS Version String: Microsoft Windows 7 Home Premium Edition Service Pack 1 (build 7601), 64-bit
000001.419|   60600.0000kb|      0.0000kb added| ALWAYS| CPU: GenuineIntel, Intel(R) Core(TM) i7-3610QM CPU @ 2.30GHz, Intel64 Family 6 Model 58 Stepping 9, 2294 (0 core)
000001.419|   60600.0000kb|      0.0000kb added| ALWAYS| Measured processor speed: 2330
000001.419|   60600.0000kb|      0.0000kb added| ALWAYS| Display info: NVIDIA GeForce GTX 660M 2147483648 9.18.13.2762
000001.419|   60600.0000kb|      0.0000kb added| ALWAYS| Physical memory: 8589934592
000001.420|   60632.0000kb|     32.0000kb added| ALWAYS| {"messageType":"hardware_information","message_body":"Hardware Info","operating_system":"Microsoft Windows 7 Home Premium Edition Service Pack 1 (build 7601), 64-bit","cpu":"GenuineIntel","cpu_processor":"Intel(R) Core(TM) i7-3610QM CPU @ 2.30GHz","cpu_identifier":"Intel64 Family 6 Model 58 Stepping 9","cpu_topology":4,"gpu":"NVIDIA GeForce GTX 660M","video_memory":"2147483648","driver_version":"9.18.13.2762","physical_memory":8589934592}
000001.420|   60632.0000kb|      0.0000kb added| ALWAYS| -----HARDWARE INFORMATION START-----
000001.420|   60632.0000kb|      0.0000kb added| ALWAYS| Operating System: Microsoft Windows 7 Home Premium Edition Service Pack 1 (build 7601), 64-bit
000001.420|   60632.0000kb|      0.0000kb added| ALWAYS| GPU Manufacturer: NVIDIA GeForce GTX 660M
000001.420|   60632.0000kb|      0.0000kb added| ALWAYS| GPU Memory: 2147483648
000001.420|   60632.0000kb|      0.0000kb added| ALWAYS| GPU Driver Version: 9.18.13.2762
000001.420|   60632.0000kb|      0.0000kb added| ALWAYS| CPU Brand: GenuineIntel
000001.420|   60632.0000kb|      0.0000kb added| ALWAYS| CPU Processor Name: Intel(R) Core(TM) i7-3610QM CPU @ 2.30GHz
000001.420|   60632.0000kb|      0.0000kb added| ALWAYS| CPU Identifier: Intel64 Family 6 Model 58 Stepping 9
000001.420|   60632.0000kb|      0.0000kb added| ALWAYS| CPU Speed: 2294
